course,player,SG Category,SG Value
"PGA National - Palm Beach Gardens, FL",Shane Lowry,OTT,0.26
"PGA National - Palm Beach Gardens, FL",Scott Piercy,OTT,0.27
"PGA National - Palm Beach Gardens, FL",Scott Stallings,OTT,-0.31
"PGA National - Palm Beach Gardens, FL",Tyler Duncan,OTT,0.24
"PGA National - Palm Beach Gardens, FL",Tommy Fleetwood,OTT,0.74
"PGA National - Palm Beach Gardens, FL",Tom Lovelady,OTT,0.75
"PGA National - Palm Beach Gardens, FL",Troy Merritt,OTT,-0.59
"PGA National - Palm Beach Gardens, FL",Thomas Pieters,OTT,0.26
"PGA National - Palm Beach Gardens, FL",Tyrone Van Aswegen,OTT,-0.19
"PGA National - Palm Beach Gardens, FL",Tiger Woods,OTT,0.05
"PGA National - Palm Beach Gardens, FL",Vaughn Taylor,OTT,0.56
"PGA National - Palm Beach Gardens, FL",William McGirt,OTT,0.22
"PGA National - Palm Beach Gardens, FL",Webb Simpson,OTT,-0.25
"Riviera Country Club - Pacific Palisades, CA",Abraham Ancer,OTT,-0.11
"Riviera Country Club - Pacific Palisades, CA",Aaron Baddeley,OTT,-0.07
"Riviera Country Club - Pacific Palisades, CA",Austin Cook,OTT,-0.06
"Riviera Country Club - Pacific Palisades, CA",Adam Hadwin,OTT,0.63
"Riviera Country Club - Pacific Palisades, CA",Anirban Lahiri,OTT,-0.77
"Riviera Country Club - Pacific Palisades, CA",Alexander Noren,OTT,0.27
"Riviera Country Club - Pacific Palisades, CA",Adam Schenk,OTT,0.67
"Riviera Country Club - Pacific Palisades, CA",Adam Scott,OTT,0.47
"Riviera Country Club - Pacific Palisades, CA",Bud Cauley,OTT,-0.67
"Riviera Country Club - Pacific Palisades, CA",Bryson DeChambeau,OTT,0.91
"Riviera Country Club - Pacific Palisades, CA",Branden Grace,OTT,0.23
"Riviera Country Club - Pacific Palisades, CA",Brandon Harkins,OTT,0.82
"Riviera Country Club - Pacific Palisades, CA",Benjamin Silverman,OTT,0.11
"Riviera Country Club - Pacific Palisades, CA",Brendan Steele,OTT,0.63
"Riviera Country Club - Pacific Palisades, CA",Bubba Watson,OTT,0.61
"Riviera Country Club - Pacific Palisades, CA",Chad Campbell,OTT,0.35
"Riviera Country Club - Pacific Palisades, CA",Charley Hoffman,OTT,0.28
"Riviera Country Club - Pacific Palisades, CA",Charles Howell III,OTT,0.48
"Riviera Country Club - Pacific Palisades, CA",Chez Reavie,OTT,0.31
"Riviera Country Club - Pacific Palisades, CA",Charl Schwartzel,OTT,0.1
"Riviera Country Club - Pacific Palisades, CA",Cameron Smith,OTT,-0.19
"Riviera Country Club - Pacific Palisades, CA",Dominic Bozzelli,OTT,0.54
"Riviera Country Club - Pacific Palisades, CA",Derek Fathauer,OTT,-0.2
"Riviera Country Club - Pacific Palisades, CA",Dustin Johnson,OTT,0.25
"Riviera Country Club - Pacific Palisades, CA",David Lingmerth,OTT,-0.34
"Riviera Country Club - Pacific Palisades, CA",Greg Chalmers,OTT,-0.16
"Riviera Country Club - Pacific Palisades, CA",Graeme McDowell,OTT,0.47
"Riviera Country Club - Pacific Palisades, CA",Hao-Tong Li,OTT,-0.08
"Riviera Country Club - Pacific Palisades, CA",Harold Varner III,OTT,1.01
"Riviera Country Club - Pacific Palisades, CA",Jonas Blixt,OTT,-0.41
"Riviera Country Club - Pacific Palisades, CA",James Hahn,OTT,0.75
"Riviera Country Club - Pacific Palisades, CA",J.B. Holmes,OTT,0.72
"Riviera Country Club - Pacific Palisades, CA",John Huh,OTT,-0.18
"Riviera Country Club - Pacific Palisades, CA",Jason Kokrak,OTT,0.24
"Riviera Country Club - Pacific Palisades, CA",Jamie Lovemark,OTT,-0.09
"Riviera Country Club - Pacific Palisades, CA",Jordan Spieth,OTT,0.01
"Riviera Country Club - Pacific Palisades, CA",Justin Thomas,OTT,-0.02
"Riviera Country Club - Pacific Palisades, CA",Kevin Chappell,OTT,0.47
"Riviera Country Club - Pacific Palisades, CA",Kelly Kraft,OTT,-0.14
"Riviera Country Club - Pacific Palisades, CA",Kevin Na,OTT,-0.29
"Riviera Country Club - Pacific Palisades, CA",Kevin Streelman,OTT,0.73
"Riviera Country Club - Pacific Palisades, CA",Luke Donald,OTT,-1.66
"Riviera Country Club - Pacific Palisades, CA",Luke List,OTT,-0.38
"Riviera Country Club - Pacific Palisades, CA",Martin Kaymer,OTT,0.1
"Riviera Country Club - Pacific Palisades, CA",Matt Kuchar,OTT,0.05
"Riviera Country Club - Pacific Palisades, CA",Martin Laird,OTT,-0.11
"Riviera Country Club - Pacific Palisades, CA",Martin Piller,OTT,-0.03
"Riviera Country Club - Pacific Palisades, CA",Nick Taylor,OTT,0.21
"Riviera Country Club - Pacific Palisades, CA",Patrick Cantlay,OTT,0.71
"Riviera Country Club - Pacific Palisades, CA",Paul Casey,OTT,0.96
"Riviera Country Club - Pacific Palisades, CA",Padraig Harrington,OTT,-0.31
"Riviera Country Club - Pacific Palisades, CA",Phil Mickelson,OTT,0.4
"Riviera Country Club - Pacific Palisades, CA",Pat Perez,OTT,0.22
"Riviera Country Club - Pacific Palisades, CA",Patrick Rodgers,OTT,-0.25
"Riviera Country Club - Pacific Palisades, CA",Peter Uihlein,OTT,-0.42
"Riviera Country Club - Pacific Palisades, CA",Ryan Armour,OTT,-0.04
"Riviera Country Club - Pacific Palisades, CA",Ryan Blaum,OTT,-0.14
"Riviera Country Club - Pacific Palisades, CA",Rafa Cabrera Bello,OTT,0.46
"Riviera Country Club - Pacific Palisades, CA",Retief Goosen,OTT,0.75
"Riviera Country Club - Pacific Palisades, CA",Rory McIlroy,OTT,0.95
"Riviera Country Club - Pacific Palisades, CA",Ryan Moore,OTT,-0.02
"Riviera Country Club - Pacific Palisades, CA",Sang-Moon Bae,OTT,-0.2
"Riviera Country Club - Pacific Palisades, CA",Sung Kang,OTT,-0.29
"Riviera Country Club - Pacific Palisades, CA",Sean O'Hair,OTT,0.28
"Riviera Country Club - Pacific Palisades, CA",Sam Saunders,OTT,0.53
"Riviera Country Club - Pacific Palisades, CA",Scott Stallings,OTT,0.6
"Riviera Country Club - Pacific Palisades, CA",Tony Finau,OTT,0.73
"Riviera Country Club - Pacific Palisades, CA",Tommy Fleetwood,OTT,0.98
"Riviera Country Club - Pacific Palisades, CA",Talor Gooch,OTT,-0.12
"Riviera Country Club - Pacific Palisades, CA",Tom Hoge,OTT,-0.39
"Riviera Country Club - Pacific Palisades, CA",Troy Merritt,OTT,0.57
"Riviera Country Club - Pacific Palisades, CA",Thomas Pieters,OTT,0.26
"Riviera Country Club - Pacific Palisades, CA",Tyrone Van Aswegen,OTT,-0.24
"Riviera Country Club - Pacific Palisades, CA",Vijay Singh,OTT,-0.11
"Riviera Country Club - Pacific Palisades, CA",Vaughn Taylor,OTT,0.19
"Riviera Country Club - Pacific Palisades, CA",Xander Schauffele,OTT,0.64
"Pebble Beach Resort - Pebble Beach, CA",Aaron Baddeley,OTT,-1.26
"Pebble Beach Resort - Pebble Beach, CA",Alex Cejka,OTT,-0.09
"Pebble Beach Resort - Pebble Beach, CA",Aaron Wise,OTT,-0.26
"Pebble Beach Resort - Pebble Beach, CA",Bronson Burgoon,OTT,1.14
"Pebble Beach Resort - Pebble Beach, CA",Bryson DeChambeau,OTT,-1.14
"Pebble Beach Resort - Pebble Beach, CA",Brice Garnett,OTT,0.8
"Pebble Beach Resort - Pebble Beach, CA",Brian Gay,OTT,-0.58
"Pebble Beach Resort - Pebble Beach, CA",Branden Grace,OTT,1.25
"Pebble Beach Resort - Pebble Beach, CA",Brandon Harkins,OTT,1.0
"Pebble Beach Resort - Pebble Beach, CA",Beau Hossler,OTT,-0.92
"Pebble Beach Resort - Pebble Beach, CA",Ben Martin,OTT,-1.9
"Pebble Beach Resort - Pebble Beach, CA",Brandt Snedeker,OTT,-0.56
"Pebble Beach Resort - Pebble Beach, CA",Bubba Watson,OTT,0.77
"Pebble Beach Resort - Pebble Beach, CA",Chesson Hadley,OTT,0.68
"Pebble Beach Resort - Pebble Beach, CA",Chez Reavie,OTT,0.81
"Pebble Beach Resort - Pebble Beach, CA",Chris Stroud,OTT,-1.66
"Pebble Beach Resort - Pebble Beach, CA",Cameron Tringale,OTT,-1.32
"Pebble Beach Resort - Pebble Beach, CA",Derek Fathauer,OTT,0.32
"Pebble Beach Resort - Pebble Beach, CA",Dustin Johnson,OTT,1.2
"Pebble Beach Resort - Pebble Beach, CA",Denny McCarthy,OTT,-0.25
"Pebble Beach Resort - Pebble Beach, CA",Daniel Summerhays,OTT,-0.86
"Pebble Beach Resort - Pebble Beach, CA",Grayson Murray,OTT,-0.43
"Pebble Beach Resort - Pebble Beach, CA",Jonathan Byrd,OTT,-0.57
"Pebble Beach Resort - Pebble Beach, CA",Joel Dahmen,OTT,0.43
"Pebble Beach Resort - Pebble Beach, CA",Jason Day,OTT,0.12
"Pebble Beach Resort - Pebble Beach, CA",James Hahn,OTT,-0.18
"Pebble Beach Resort - Pebble Beach, CA",Jason Kokrak,OTT,-0.07
"Pebble Beach Resort - Pebble Beach, CA",J.T. Poston,OTT,0.55
"Pebble Beach Resort - Pebble Beach, CA",Ted Potter Jr.,OTT,0.78
"Pebble Beach Resort - Pebble Beach, CA",Jon Rahm,OTT,0.32
"Pebble Beach Resort - Pebble Beach, CA",Jonathan Randolph,OTT,-0.7
"Pebble Beach Resort - Pebble Beach, CA",Jordan Spieth,OTT,0.22
"Pebble Beach Resort - Pebble Beach, CA",Johnson Wagner,OTT,0.77
"Pebble Beach Resort - Pebble Beach, CA",Jimmy Walker,OTT,-1.22
"Pebble Beach Resort - Pebble Beach, CA",Kevin Chappell,OTT,1.04
"Pebble Beach Resort - Pebble Beach, CA",K.J. Choi,OTT,0.94
"Pebble Beach Resort - Pebble Beach, CA",Keith Mitchell,OTT,0.66
"Pebble Beach Resort - Pebble Beach, CA",Kevin Na,OTT,0.12
"Pebble Beach Resort - Pebble Beach, CA",Kevin Streelman,OTT,0.29
"Pebble Beach Resort - Pebble Beach, CA",Matt Kuchar,OTT,-0.38
"Pebble Beach Resort - Pebble Beach, CA",Nick Watney,OTT,0.86
"Pebble Beach Resort - Pebble Beach, CA",Patrick Cantlay,OTT,-0.12
"Pebble Beach Resort - Pebble Beach, CA",Paul Casey,OTT,0.88
"Pebble Beach Resort - Pebble Beach, CA",Peter Malnati,OTT,-0.35
"Pebble Beach Resort - Pebble Beach, CA",Phil Mickelson,OTT,0.52
"Pebble Beach Resort - Pebble Beach, CA",Pat Perez,OTT,0.34
"Pebble Beach Resort - Pebble Beach, CA",Patrick Rodgers,OTT,0.25
"Pebble Beach Resort - Pebble Beach, CA",Ryan Armour,OTT,0.43
"Pebble Beach Resort - Pebble Beach, CA",Ricky Barnes,OTT,-0.58
"Pebble Beach Resort - Pebble Beach, CA",Ryan Blaum,OTT,0.82
"Pebble Beach Resort - Pebble Beach, CA",Rafa Cabrera Bello,OTT,0.03
"Pebble Beach Resort - Pebble Beach, CA",Russell Henley,OTT,0.81
"Pebble Beach Resort - Pebble Beach, CA",Russell Knox,OTT,0.83
"Pebble Beach Resort - Pebble Beach, CA",Rob Oppenheim,OTT,-0.53
"Pebble Beach Resort - Pebble Beach, CA",Rod Pampling,OTT,-0.02
"Pebble Beach Resort - Pebble Beach, CA",Rory Sabbatini,OTT,0.24
"Pebble Beach Resort - Pebble Beach, CA",Sang-Moon Bae,OTT,-0.2
"Pebble Beach Resort - Pebble Beach, CA",Stephan Jaeger,OTT,0.66
"Pebble Beach Resort - Pebble Beach, CA",Shane Lowry,OTT,0.02
"Pebble Beach Resort - Pebble Beach, CA",Sean O'Hair,OTT,0.04
"Pebble Beach Resort - Pebble Beach, CA",Scott Piercy,OTT,-0.36
"Pebble Beach Resort - Pebble Beach, CA",Sam Ryder,OTT,-0.58
"Pebble Beach Resort - Pebble Beach, CA",Sam Saunders,OTT,0.89
"Pebble Beach Resort - Pebble Beach, CA",Scott Stallings,OTT,-0.47
"Pebble Beach Resort - Pebble Beach, CA",Steve Stricker,OTT,0.26
"Pebble Beach Resort - Pebble Beach, CA",Troy Merritt,OTT,0.47
"Pebble Beach Resort - Pebble Beach, CA",Trey Mullinax,OTT,0.6
"Pebble Beach Resort - Pebble Beach, CA",Tyrone Van Aswegen,OTT,-0.49
"Pebble Beach Resort - Pebble Beach, CA",Vaughn Taylor,OTT,0.73
"Pebble Beach Resort - Pebble Beach, CA",William McGirt,OTT,0.2
"Pebble Beach Resort - Pebble Beach, CA",Will Zalatoris,OTT,0.48
"Pebble Beach Resort - Pebble Beach, CA",Xinjun Zhang,OTT,0.47
"Pebble Beach Resort - Pebble Beach, CA",Zecheng Dou,OTT,-0.07
"TPC Scottsdale - Scottsdale, AZ",Aaron Baddeley,OTT,-0.02
"TPC Scottsdale - Scottsdale, AZ",Austin Cook,OTT,0.32
"TPC Scottsdale - Scottsdale, AZ",Adam Hadwin,OTT,-1.06
"TPC Scottsdale - Scottsdale, AZ",Alexander Noren,OTT,0.4
"TPC Scottsdale - Scottsdale, AZ",Byeong Hun An,OTT,0.67
"TPC Scottsdale - Scottsdale, AZ",Blayne Barber,OTT,-0.09
"TPC Scottsdale - Scottsdale, AZ",Bryson DeChambeau,OTT,1.2
"TPC Scottsdale - Scottsdale, AZ",Brian Gay,OTT,-0.59
"TPC Scottsdale - Scottsdale, AZ",Bill Haas,OTT,-0.04
"TPC Scottsdale - Scottsdale, AZ",Billy Horschel,OTT,0.69
"TPC Scottsdale - Scottsdale, AZ",Beau Hossler,OTT,-0.09
"TPC Scottsdale - Scottsdale, AZ",Ben Martin,OTT,-0.49
"TPC Scottsdale - Scottsdale, AZ",Benjamin Silverman,OTT,0.08
"TPC Scottsdale - Scottsdale, AZ",Brandt Snedeker,OTT,-0.09
"TPC Scottsdale - Scottsdale, AZ",Brendan Steele,OTT,1.05
"TPC Scottsdale - Scottsdale, AZ",Brian Stuard,OTT,-0.35
"TPC Scottsdale - Scottsdale, AZ",Bubba Watson,OTT,1.11
"TPC Scottsdale - Scottsdale, AZ",Charlie Beljan,OTT,-1.23
"TPC Scottsdale - Scottsdale, AZ",Chad Campbell,OTT,0.61
"TPC Scottsdale - Scottsdale, AZ",Cody Gribble,OTT,-0.27
"TPC Scottsdale - Scottsdale, AZ",Chesson Hadley,OTT,0.52
"TPC Scottsdale - Scottsdale, AZ",Charley Hoffman,OTT,0.17
"TPC Scottsdale - Scottsdale, AZ",Chris Kirk,OTT,0.31
"TPC Scottsdale - Scottsdale, AZ",Colt Knost,OTT,-1.05
"TPC Scottsdale - Scottsdale, AZ",C.T. Pan,OTT,0.52
"TPC Scottsdale - Scottsdale, AZ",Chez Reavie,OTT,1.27
"TPC Scottsdale - Scottsdale, AZ",Cameron Smith,OTT,0.01
"TPC Scottsdale - Scottsdale, AZ",Camilo Villegas,OTT,-1.41
"TPC Scottsdale - Scottsdale, AZ",Daniel Berger,OTT,1.04
"TPC Scottsdale - Scottsdale, AZ",Derek Fathauer,OTT,-0.58
"TPC Scottsdale - Scottsdale, AZ",Emiliano Grillo,OTT,0.42
"TPC Scottsdale - Scottsdale, AZ",Francesco Molinari,OTT,0.97
"TPC Scottsdale - Scottsdale, AZ",Grayson Murray,OTT,0.25
"TPC Scottsdale - Scottsdale, AZ",Gary Woodland,OTT,0.79
"TPC Scottsdale - Scottsdale, AZ",Harold Varner III,OTT,0.8
"TPC Scottsdale - Scottsdale, AZ",Ian Poulter,OTT,-0.09
"TPC Scottsdale - Scottsdale, AZ",James Hahn,OTT,0.48
"TPC Scottsdale - Scottsdale, AZ",John Huh,OTT,0.11
"TPC Scottsdale - Scottsdale, AZ",Jason Kokrak,OTT,0.77
"TPC Scottsdale - Scottsdale, AZ",Jamie Lovemark,OTT,-0.87
"TPC Scottsdale - Scottsdale, AZ",Jon Rahm,OTT,1.62
"TPC Scottsdale - Scottsdale, AZ",Justin Thomas,OTT,0.05
"TPC Scottsdale - Scottsdale, AZ",Keegan Bradley,OTT,0.83
"TPC Scottsdale - Scottsdale, AZ",Kevin Chappell,OTT,1.15
"TPC Scottsdale - Scottsdale, AZ",Kevin Na,OTT,-1.59
"TPC Scottsdale - Scottsdale, AZ",Kevin Streelman,OTT,-0.06
"TPC Scottsdale - Scottsdale, AZ",Kevin Tway,OTT,0.36
"TPC Scottsdale - Scottsdale, AZ",Lucas Glover,OTT,1.1
"TPC Scottsdale - Scottsdale, AZ",Luke List,OTT,0.51
"TPC Scottsdale - Scottsdale, AZ",Martin Flores,OTT,-0.04
"TPC Scottsdale - Scottsdale, AZ",Matt Kuchar,OTT,0.08
"TPC Scottsdale - Scottsdale, AZ",Martin Laird,OTT,0.47
"TPC Scottsdale - Scottsdale, AZ",Marc Leishman,OTT,-0.17
"TPC Scottsdale - Scottsdale, AZ",Nick Taylor,OTT,0.24
"TPC Scottsdale - Scottsdale, AZ",Nick Watney,OTT,0.2
"TPC Scottsdale - Scottsdale, AZ",Ollie Schniederjans,OTT,0.47
"TPC Scottsdale - Scottsdale, AZ",Patton Kizzire,OTT,0.53
"TPC Scottsdale - Scottsdale, AZ",Phil Mickelson,OTT,-0.1
"TPC Scottsdale - Scottsdale, AZ",Patrick Reed,OTT,-0.25
"TPC Scottsdale - Scottsdale, AZ",Peter Uihlein,OTT,0.34
"TPC Scottsdale - Scottsdale, AZ",Rickie Fowler,OTT,0.04
"TPC Scottsdale - Scottsdale, AZ",Robert Garrigus,OTT,0.56
"TPC Scottsdale - Scottsdale, AZ",Rory Sabbatini,OTT,0.19
"TPC Scottsdale - Scottsdale, AZ",Si Woo Kim,OTT,0.41
"TPC Scottsdale - Scottsdale, AZ",Shane Lowry,OTT,0.24
"TPC Scottsdale - Scottsdale, AZ",Scott Stallings,OTT,0.46
"TPC Scottsdale - Scottsdale, AZ",Steve Stricker,OTT,0.42
"TPC Scottsdale - Scottsdale, AZ",Tyrone Van Aswegen,OTT,-1.15
"TPC Scottsdale - Scottsdale, AZ",Vaughn Taylor,OTT,0.67
"TPC Scottsdale - Scottsdale, AZ",Xander Schauffele,OTT,0.61
"TPC Scottsdale - Scottsdale, AZ",Zach Johnson,OTT,-0.14
"Torrey Pines North - La Jolla, CA",Abraham Ancer,OTT,-0.36
"Torrey Pines North - La Jolla, CA",Adam Hadwin,OTT,0.49
"Torrey Pines North - La Jolla, CA",Anirban Lahiri,OTT,-0.45
"Torrey Pines North - La Jolla, CA",Alexander Noren,OTT,0.47
"Torrey Pines North - La Jolla, CA",Andrew Putnam,OTT,-0.52
"Torrey Pines North - La Jolla, CA",Bud Cauley,OTT,0.45
"Torrey Pines North - La Jolla, CA",Brice Garnett,OTT,-0.25
"Torrey Pines North - La Jolla, CA",Bill Haas,OTT,0.47
"Torrey Pines North - La Jolla, CA",Brandon Harkins,OTT,0.01
"Torrey Pines North - La Jolla, CA",Billy Horschel,OTT,0.23
"Torrey Pines North - La Jolla, CA",Beau Hossler,OTT,-0.13
"Torrey Pines North - La Jolla, CA",Benjamin Silverman,OTT,-0.82
"Torrey Pines North - La Jolla, CA",Brandt Snedeker,OTT,-0.36
"Torrey Pines North - La Jolla, CA",Brendan Steele,OTT,-0.14
"Torrey Pines North - La Jolla, CA",Corey Conners,OTT,0.05
"Torrey Pines North - La Jolla, CA",Cameron Davis,OTT,0.28
"Torrey Pines North - La Jolla, CA",Cody Gribble,OTT,-0.1
"Torrey Pines North - La Jolla, CA",Chesson Hadley,OTT,-0.62
"Torrey Pines North - La Jolla, CA",Charley Hoffman,OTT,0.18
"Torrey Pines North - La Jolla, CA",Charles Howell III,OTT,0.98
"Torrey Pines North - La Jolla, CA",Chris Kirk,OTT,0.5
"Torrey Pines North - La Jolla, CA",C.T. Pan,OTT,0.34
"Torrey Pines North - La Jolla, CA",Cameron Smith,OTT,0.46
"Torrey Pines North - La Jolla, CA",Cameron Tringale,OTT,-0.31
"Torrey Pines North - La Jolla, CA",Camilo Villegas,OTT,-0.96
"Torrey Pines North - La Jolla, CA",Danny Lee,OTT,-0.45
"Torrey Pines North - La Jolla, CA",Emiliano Grillo,OTT,0.33
"Torrey Pines North - La Jolla, CA",Francesco Molinari,OTT,0.46
"Torrey Pines North - La Jolla, CA",Grayson Murray,OTT,-0.75
"Torrey Pines North - La Jolla, CA",Gary Woodland,OTT,1.15
"Torrey Pines North - La Jolla, CA",Harris English,OTT,0.01
"Torrey Pines North - La Jolla, CA",Hunter Mahan,OTT,-0.22
"Torrey Pines North - La Jolla, CA",Hideki Matsuyama,OTT,0.2
"Torrey Pines North - La Jolla, CA",Jason Day,OTT,0.87
"Torrey Pines North - La Jolla, CA",James Hahn,OTT,0.05
"Torrey Pines North - La Jolla, CA",J.J. Henry,OTT,-0.6
"Torrey Pines North - La Jolla, CA",J.B. Holmes,OTT,0.47
"Torrey Pines North - La Jolla, CA",John Huh,OTT,0.55
"Torrey Pines North - La Jolla, CA",J.T. Poston,OTT,-0.46
"Torrey Pines North - La Jolla, CA",Ted Potter Jr.,OTT,-0.96
"Torrey Pines North - La Jolla, CA",Jon Rahm,OTT,1.46
"Torrey Pines North - La Jolla, CA",Justin Rose,OTT,0.75
"Torrey Pines North - La Jolla, CA",J.J. Spaun,OTT,-0.3
"Torrey Pines North - La Jolla, CA",Jimmy Walker,OTT,-2.03
"Torrey Pines North - La Jolla, CA",Keegan Bradley,OTT,0.64
"Torrey Pines North - La Jolla, CA",Keith Mitchell,OTT,1.37
"Torrey Pines North - La Jolla, CA",Kyle Stanley,OTT,0.62
"Torrey Pines North - La Jolla, CA",Kevin Streelman,OTT,0.38
"Torrey Pines North - La Jolla, CA",Kevin Tway,OTT,0.21
"Torrey Pines North - La Jolla, CA",Lucas Glover,OTT,0.3
"Torrey Pines North - La Jolla, CA",Lanto Griffin,OTT,0.4
"Torrey Pines North - La Jolla, CA",Luke List,OTT,0.94
"Torrey Pines North - La Jolla, CA",Martin Flores,OTT,0.08
"Torrey Pines North - La Jolla, CA",Michael Kim,OTT,-0.64
"Torrey Pines North - La Jolla, CA",Marc Leishman,OTT,-0.42
"Torrey Pines North - La Jolla, CA",Maverick McNealy,OTT,0.66
"Torrey Pines North - La Jolla, CA",Nick Taylor,OTT,-0.02
"Torrey Pines North - La Jolla, CA",Nick Watney,OTT,0.97
"Torrey Pines North - La Jolla, CA",Patrick Cantlay,OTT,0.72
"Torrey Pines North - La Jolla, CA",Phil Mickelson,OTT,-1.05
"Torrey Pines North - La Jolla, CA",Patrick Reed,OTT,-0.32
"Torrey Pines North - La Jolla, CA",Roberto Diaz,OTT,-0.94
"Torrey Pines North - La Jolla, CA",Robert Garrigus,OTT,0.54
"Torrey Pines North - La Jolla, CA",Retief Goosen,OTT,0.53
"Torrey Pines North - La Jolla, CA",Russell Knox,OTT,0.24
"Torrey Pines North - La Jolla, CA",Ryan Palmer,OTT,1.15
"Torrey Pines North - La Jolla, CA",Rory Sabbatini,OTT,-0.05
"Torrey Pines North - La Jolla, CA",Robert Streb,OTT,-1.22
"Torrey Pines North - La Jolla, CA",Sung Kang,OTT,-0.33
"Torrey Pines North - La Jolla, CA",Si Woo Kim,OTT,-0.23
"Torrey Pines North - La Jolla, CA",Sean O'Hair,OTT,-0.31
"Torrey Pines North - La Jolla, CA",Tony Finau,OTT,0.42
"Torrey Pines North - La Jolla, CA",Talor Gooch,OTT,-0.42
"Torrey Pines North - La Jolla, CA",Tom Hoge,OTT,-0.02
"Torrey Pines North - La Jolla, CA",Tom Lovelady,OTT,0.58
"Torrey Pines North - La Jolla, CA",Tiger Woods,OTT,0.19
"Kapalua Resort - Kapalua, HI",Austin Cook,OTT,-0.35
"Kapalua Resort - Kapalua, HI",Adam Hadwin,OTT,-0.42
"Kapalua Resort - Kapalua, HI",Bryson DeChambeau,OTT,0.55
"Kapalua Resort - Kapalua, HI",Brian Harman,OTT,-0.05
"Kapalua Resort - Kapalua, HI",Billy Horschel,OTT,-0.37
"Kapalua Resort - Kapalua, HI",Brooks Koepka,OTT,-0.95
"Kapalua Resort - Kapalua, HI",Brendan Steele,OTT,0.62
"Kapalua Resort - Kapalua, HI",Cameron Smith,OTT,0.21
"Kapalua Resort - Kapalua, HI",Chris Stroud,OTT,-1.19
"Kapalua Resort - Kapalua, HI",Daniel Berger,OTT,0.74
"Kapalua Resort - Kapalua, HI",Dustin Johnson,OTT,2.23
"Kapalua Resort - Kapalua, HI",D.A. Points,OTT,-1.41
"Kapalua Resort - Kapalua, HI",Grayson Murray,OTT,0.14
"Kapalua Resort - Kapalua, HI",Hideki Matsuyama,OTT,0.18
"Kapalua Resort - Kapalua, HI",Hudson Swafford,OTT,-0.26
"Kapalua Resort - Kapalua, HI",Jonas Blixt,OTT,-2.1
"Kapalua Resort - Kapalua, HI",Jason Dufner,OTT,-0.18
"Kapalua Resort - Kapalua, HI",Jon Rahm,OTT,1.13
"Kapalua Resort - Kapalua, HI",Jordan Spieth,OTT,0.02
"Kapalua Resort - Kapalua, HI",Justin Thomas,OTT,0.38
"Kapalua Resort - Kapalua, HI",Jhonattan Vegas,OTT,0.5
"Kapalua Resort - Kapalua, HI",Kevin Chappell,OTT,1.39
"Kapalua Resort - Kapalua, HI",Kevin Kisner,OTT,-0.81
"Kapalua Resort - Kapalua, HI",Kyle Stanley,OTT,0.54
"Kapalua Resort - Kapalua, HI",Marc Leishman,OTT,0.29
"Kapalua Resort - Kapalua, HI",Patrick Cantlay,OTT,0.75
"Kapalua Resort - Kapalua, HI",Patton Kizzire,OTT,0.05
"Kapalua Resort - Kapalua, HI",Pat Perez,OTT,0.08
"Kapalua Resort - Kapalua, HI",Ryan Armour,OTT,-0.31
"Kapalua Resort - Kapalua, HI",Rickie Fowler,OTT,0.53
"Kapalua Resort - Kapalua, HI",Russell Henley,OTT,0.23
"Kapalua Resort - Kapalua, HI",Si Woo Kim,OTT,0.22
"Kapalua Resort - Kapalua, HI",Wesley Bryan,OTT,-2.83
"Kapalua Resort - Kapalua, HI",Xander Schauffele,OTT,0.45
"Sea Island Resort - Sea Island, GA",Austin Cook,OTT,0.77
"Sea Island Resort - Sea Island, GA",Andrew Landry,OTT,1.12
"Sea Island Resort - Sea Island, GA",Aaron Wise,OTT,0.47
"Sea Island Resort - Sea Island, GA",Blayne Barber,OTT,-0.05
"Sea Island Resort - Sea Island, GA",Bronson Burgoon,OTT,-0.19
"Sea Island Resort - Sea Island, GA",Bud Cauley,OTT,0.87
"Sea Island Resort - Sea Island, GA",Brendon De Jonge,OTT,-0.96
"Sea Island Resort - Sea Island, GA",Brice Garnett,OTT,0.4
"Sea Island Resort - Sea Island, GA",Brian Gay,OTT,-1.03
"Sea Island Resort - Sea Island, GA",Brandon Harkins,OTT,0.2
"Sea Island Resort - Sea Island, GA",Brian Harman,OTT,0.79
"Sea Island Resort - Sea Island, GA",Beau Hossler,OTT,-0.66
"Sea Island Resort - Sea Island, GA",Ben Martin,OTT,0.17
"Sea Island Resort - Sea Island, GA",Benjamin Silverman,OTT,0.22
"Sea Island Resort - Sea Island, GA",Brandt Snedeker,OTT,0.01
"Sea Island Resort - Sea Island, GA",Brian Stuard,OTT,0.2
"Sea Island Resort - Sea Island, GA",Bubba Watson,OTT,-1.44
"Sea Island Resort - Sea Island, GA",Corey Conners,OTT,1.23
"Sea Island Resort - Sea Island, GA",Chesson Hadley,OTT,0.5
"Sea Island Resort - Sea Island, GA",Chris Kirk,OTT,-0.52
"Sea Island Resort - Sea Island, GA",C.T. Pan,OTT,-0.32
"Sea Island Resort - Sea Island, GA",Cameron Percy,OTT,-0.74
"Sea Island Resort - Sea Island, GA",Chris Stroud,OTT,-0.76
"Sea Island Resort - Sea Island, GA",David Hearn,OTT,-0.47
"Sea Island Resort - Sea Island, GA",David Lingmerth,OTT,0.48
