course,player,SG Category,SG Value
"TPC San Antonio - San Antonio, TX",Kyle Stanley,PUTT,-0.59
"TPC San Antonio - San Antonio, TX",Kevin Streelman,PUTT,0.79
"TPC San Antonio - San Antonio, TX",Kristoffer Ventura,PUTT,1.18
"TPC San Antonio - San Antonio, TX",Lucas Glover,PUTT,0.1
"TPC San Antonio - San Antonio, TX",Morgan Hoffmann,PUTT,0.69
"TPC San Antonio - San Antonio, TX",Max Homa,PUTT,-0.81
"TPC San Antonio - San Antonio, TX",Mackenzie Hughes,PUTT,-0.44
"TPC San Antonio - San Antonio, TX",Matt Jones,PUTT,-0.6
"TPC San Antonio - San Antonio, TX",Martin Kaymer,PUTT,0.35
"TPC San Antonio - San Antonio, TX",Matt Kuchar,PUTT,0.13
"TPC San Antonio - San Antonio, TX",Martin Laird,PUTT,-0.21
"TPC San Antonio - San Antonio, TX",Martin Trainer,PUTT,0.8
"TPC San Antonio - San Antonio, TX",Nick Taylor,PUTT,1.63
"TPC San Antonio - San Antonio, TX",Ollie Schniederjans,PUTT,0.37
"TPC San Antonio - San Antonio, TX",Peter Malnati,PUTT,1.14
"TPC San Antonio - San Antonio, TX",Ryan Armour,PUTT,0.53
"TPC San Antonio - San Antonio, TX",Roberto Diaz,PUTT,0.12
"TPC San Antonio - San Antonio, TX",Rickie Fowler,PUTT,0.32
"TPC San Antonio - San Antonio, TX",Russell Henley,PUTT,-0.76
"TPC San Antonio - San Antonio, TX",Ryan Moore,PUTT,1.39
"TPC San Antonio - San Antonio, TX",Rory Sabbatini,PUTT,-0.72
"TPC San Antonio - San Antonio, TX",Robert Streb,PUTT,0.84
"TPC San Antonio - San Antonio, TX",Richy Werenski,PUTT,0.23
"TPC San Antonio - San Antonio, TX",Scott Brown,PUTT,0.68
"TPC San Antonio - San Antonio, TX",Sam Burns,PUTT,0.06
"TPC San Antonio - San Antonio, TX",Sungjae Im,PUTT,1.51
"TPC San Antonio - San Antonio, TX",Sung Kang,PUTT,-0.52
"TPC San Antonio - San Antonio, TX",Si Woo Kim,PUTT,0.58
"TPC San Antonio - San Antonio, TX",Sam Ryder,PUTT,-0.49
"TPC San Antonio - San Antonio, TX",Sam Saunders,PUTT,0.07
"TPC San Antonio - San Antonio, TX",Scottie Scheffler,PUTT,0.13
"TPC San Antonio - San Antonio, TX",Scott Stallings,PUTT,0.6
"TPC San Antonio - San Antonio, TX",Tony Finau,PUTT,-0.66
"TPC San Antonio - San Antonio, TX",Wyndham Clark,PUTT,0.42
"Innisbrook - Palm Harbor, FL",Alex Cejka,PUTT,-1.8
"Innisbrook - Palm Harbor, FL",Austin Cook,PUTT,1.06
"Innisbrook - Palm Harbor, FL",Anirban Lahiri,PUTT,0.91
"Innisbrook - Palm Harbor, FL",Andrew Landry,PUTT,-0.1
"Innisbrook - Palm Harbor, FL",Brian Gay,PUTT,-0.38
"Innisbrook - Palm Harbor, FL",Bill Haas,PUTT,1.44
"Innisbrook - Palm Harbor, FL",Brandon Harkins,PUTT,-0.17
"Innisbrook - Palm Harbor, FL",Brandt Snedeker,PUTT,0.34
"Innisbrook - Palm Harbor, FL",Brian Stuard,PUTT,1.23
"Innisbrook - Palm Harbor, FL",Bubba Watson,PUTT,0.67
"Innisbrook - Palm Harbor, FL",Chesson Hadley,PUTT,-0.61
"Innisbrook - Palm Harbor, FL",Charley Hoffman,PUTT,1.07
"Innisbrook - Palm Harbor, FL",Curtis Luck,PUTT,2.2
"Innisbrook - Palm Harbor, FL",C.T. Pan,PUTT,0.27
"Innisbrook - Palm Harbor, FL",Chris Stroud,PUTT,-0.92
"Innisbrook - Palm Harbor, FL",Dylan Frittelli,PUTT,0.45
"Innisbrook - Palm Harbor, FL",Dustin Johnson,PUTT,0.82
"Innisbrook - Palm Harbor, FL",Danny Lee,PUTT,0.01
"Innisbrook - Palm Harbor, FL",Denny McCarthy,PUTT,1.46
"Innisbrook - Palm Harbor, FL",Danny Willett,PUTT,-0.21
"Innisbrook - Palm Harbor, FL",Graeme McDowell,PUTT,1.13
"Innisbrook - Palm Harbor, FL",Harris English,PUTT,0.66
"Innisbrook - Palm Harbor, FL",Hank Lebioda,PUTT,-0.36
"Innisbrook - Palm Harbor, FL",Henrik Stenson,PUTT,-0.52
"Innisbrook - Palm Harbor, FL",Harold Varner III,PUTT,-1.49
"Innisbrook - Palm Harbor, FL",Jonas Blixt,PUTT,0.29
"Innisbrook - Palm Harbor, FL",Joel Dahmen,PUTT,-0.08
"Innisbrook - Palm Harbor, FL",Julian Etulain,PUTT,0.42
"Innisbrook - Palm Harbor, FL",Jim Furyk,PUTT,0.04
"Innisbrook - Palm Harbor, FL",Jason Kokrak,PUTT,1.38
"Innisbrook - Palm Harbor, FL",Joaquin Niemann,PUTT,-0.35
"Innisbrook - Palm Harbor, FL",Jon Rahm,PUTT,0.7
"Innisbrook - Palm Harbor, FL",Kramer Hickok,PUTT,-0.33
"Innisbrook - Palm Harbor, FL",Kevin Kisner,PUTT,0.1
"Innisbrook - Palm Harbor, FL",Kelly Kraft,PUTT,0.2
"Innisbrook - Palm Harbor, FL",Luke Donald,PUTT,0.55
"Innisbrook - Palm Harbor, FL",Lucas Glover,PUTT,-0.48
"Innisbrook - Palm Harbor, FL",Louis Oosthuizen,PUTT,1.11
"Innisbrook - Palm Harbor, FL",Morgan Hoffmann,PUTT,0.29
"Innisbrook - Palm Harbor, FL",Mackenzie Hughes,PUTT,0.4
"Innisbrook - Palm Harbor, FL",Matt Jones,PUTT,0.81
"Innisbrook - Palm Harbor, FL",Nick Taylor,PUTT,0.55
"Innisbrook - Palm Harbor, FL",Nick Watney,PUTT,0.8
"Innisbrook - Palm Harbor, FL",Paul Casey,PUTT,0.1
"Innisbrook - Palm Harbor, FL",Patton Kizzire,PUTT,0.0
"Innisbrook - Palm Harbor, FL",Peter Malnati,PUTT,0.27
"Innisbrook - Palm Harbor, FL",Peter Uihlein,PUTT,-0.64
"Innisbrook - Palm Harbor, FL",Ryan Armour,PUTT,-0.27
"Innisbrook - Palm Harbor, FL",Ryan Blaum,PUTT,-0.68
"Innisbrook - Palm Harbor, FL",Rafa Cabrera Bello,PUTT,-0.61
"Innisbrook - Palm Harbor, FL",Roberto Castro,PUTT,-0.38
"Innisbrook - Palm Harbor, FL",Roberto Diaz,PUTT,0.14
"Innisbrook - Palm Harbor, FL",Russell Henley,PUTT,0.45
"Innisbrook - Palm Harbor, FL",Russell Knox,PUTT,-0.41
"Innisbrook - Palm Harbor, FL",Rory Sabbatini,PUTT,0.25
"Innisbrook - Palm Harbor, FL",Roger Sloan,PUTT,0.53
"Innisbrook - Palm Harbor, FL",Sam Burns,PUTT,1.56
"Innisbrook - Palm Harbor, FL",Sergio Garcia,PUTT,0.72
"Innisbrook - Palm Harbor, FL",Sungjae Im,PUTT,0.27
"Innisbrook - Palm Harbor, FL",Sung Kang,PUTT,0.72
"Innisbrook - Palm Harbor, FL",Satoshi Kodaira,PUTT,0.9
"Innisbrook - Palm Harbor, FL",Sam Saunders,PUTT,-0.15
"Innisbrook - Palm Harbor, FL",Scott Stallings,PUTT,0.38
"Innisbrook - Palm Harbor, FL",Shawn Stefani,PUTT,-0.48
"Innisbrook - Palm Harbor, FL",Sepp Straka,PUTT,1.12
"Innisbrook - Palm Harbor, FL",Trey Mullinax,PUTT,-0.04
"Innisbrook - Palm Harbor, FL",Vaughn Taylor,PUTT,0.35
"Innisbrook - Palm Harbor, FL",Wyndham Clark,PUTT,-0.11
"Innisbrook - Palm Harbor, FL",Zach Johnson,PUTT,0.37
"TPC Sawgrass - Ponte Vedra Beach, FL",Abraham Ancer,PUTT,0.21
"TPC Sawgrass - Ponte Vedra Beach, FL",Andrew Landry,PUTT,-0.1
"TPC Sawgrass - Ponte Vedra Beach, FL",Adam Scott,PUTT,0.65
"TPC Sawgrass - Ponte Vedra Beach, FL",Byeong Hun An,PUTT,-0.37
"TPC Sawgrass - Ponte Vedra Beach, FL",Bud Cauley,PUTT,-0.03
"TPC Sawgrass - Ponte Vedra Beach, FL",Bryson DeChambeau,PUTT,1.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Brice Garnett,PUTT,0.84
"TPC Sawgrass - Ponte Vedra Beach, FL",Brian Gay,PUTT,1.19
"TPC Sawgrass - Ponte Vedra Beach, FL",Branden Grace,PUTT,-0.4
"TPC Sawgrass - Ponte Vedra Beach, FL",Brian Harman,PUTT,1.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Billy Horschel,PUTT,1.74
"TPC Sawgrass - Ponte Vedra Beach, FL",Brooks Koepka,PUTT,0.41
"TPC Sawgrass - Ponte Vedra Beach, FL",Brandt Snedeker,PUTT,0.44
"TPC Sawgrass - Ponte Vedra Beach, FL",Bubba Watson,PUTT,-0.65
"TPC Sawgrass - Ponte Vedra Beach, FL",Corey Conners,PUTT,-1.47
"TPC Sawgrass - Ponte Vedra Beach, FL",Charles Howell III,PUTT,0.53
"TPC Sawgrass - Ponte Vedra Beach, FL",Chris Kirk,PUTT,-1.06
"TPC Sawgrass - Ponte Vedra Beach, FL",C.T. Pan,PUTT,-1.16
"TPC Sawgrass - Ponte Vedra Beach, FL",Cameron Smith,PUTT,0.63
"TPC Sawgrass - Ponte Vedra Beach, FL",Daniel Berger,PUTT,-0.02
"TPC Sawgrass - Ponte Vedra Beach, FL",Dustin Johnson,PUTT,-0.01
"TPC Sawgrass - Ponte Vedra Beach, FL",Denny McCarthy,PUTT,1.5
"TPC Sawgrass - Ponte Vedra Beach, FL",Emiliano Grillo,PUTT,0.35
"TPC Sawgrass - Ponte Vedra Beach, FL",Eddie Pepperell,PUTT,1.32
"TPC Sawgrass - Ponte Vedra Beach, FL",Francesco Molinari,PUTT,0.25
"TPC Sawgrass - Ponte Vedra Beach, FL",Gary Woodland,PUTT,-0.5
"TPC Sawgrass - Ponte Vedra Beach, FL",Hideki Matsuyama,PUTT,0.67
"TPC Sawgrass - Ponte Vedra Beach, FL",Ian Poulter,PUTT,-0.06
"TPC Sawgrass - Ponte Vedra Beach, FL",Joel Dahmen,PUTT,0.43
"TPC Sawgrass - Ponte Vedra Beach, FL",Jason Day,PUTT,1.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Jim Furyk,PUTT,1.05
"TPC Sawgrass - Ponte Vedra Beach, FL",Jason Kokrak,PUTT,-0.44
"TPC Sawgrass - Ponte Vedra Beach, FL",J.T. Poston,PUTT,0.71
"TPC Sawgrass - Ponte Vedra Beach, FL",Jon Rahm,PUTT,0.44
"TPC Sawgrass - Ponte Vedra Beach, FL",Justin Rose,PUTT,1.08
"TPC Sawgrass - Ponte Vedra Beach, FL",Justin Thomas,PUTT,-0.13
"TPC Sawgrass - Ponte Vedra Beach, FL",Jhonattan Vegas,PUTT,1.28
"TPC Sawgrass - Ponte Vedra Beach, FL",Jimmy Walker,PUTT,-0.1
"TPC Sawgrass - Ponte Vedra Beach, FL",Keegan Bradley,PUTT,-0.34
"TPC Sawgrass - Ponte Vedra Beach, FL",Kevin Kisner,PUTT,0.54
"TPC Sawgrass - Ponte Vedra Beach, FL",Kelly Kraft,PUTT,-0.34
"TPC Sawgrass - Ponte Vedra Beach, FL",Keith Mitchell,PUTT,0.23
"TPC Sawgrass - Ponte Vedra Beach, FL",Lucas Bjerregaard,PUTT,1.62
"TPC Sawgrass - Ponte Vedra Beach, FL",Luke List,PUTT,-0.49
"TPC Sawgrass - Ponte Vedra Beach, FL",Louis Oosthuizen,PUTT,-1.31
"TPC Sawgrass - Ponte Vedra Beach, FL",Matthew Fitzpatrick,PUTT,0.82
"TPC Sawgrass - Ponte Vedra Beach, FL",Martin Kaymer,PUTT,-1.08
"TPC Sawgrass - Ponte Vedra Beach, FL",Matt Kuchar,PUTT,-1.67
"TPC Sawgrass - Ponte Vedra Beach, FL",Michael Thompson,PUTT,0.45
"TPC Sawgrass - Ponte Vedra Beach, FL",Martin Trainer,PUTT,0.29
"TPC Sawgrass - Ponte Vedra Beach, FL",Matt Wallace,PUTT,0.42
"TPC Sawgrass - Ponte Vedra Beach, FL",Nick Taylor,PUTT,0.05
"TPC Sawgrass - Ponte Vedra Beach, FL",Ollie Schniederjans,PUTT,0.75
"TPC Sawgrass - Ponte Vedra Beach, FL",Patrick Reed,PUTT,-0.86
"TPC Sawgrass - Ponte Vedra Beach, FL",Rickie Fowler,PUTT,0.64
"TPC Sawgrass - Ponte Vedra Beach, FL",Russell Knox,PUTT,-0.67
"TPC Sawgrass - Ponte Vedra Beach, FL",Rory McIlroy,PUTT,0.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Ryan Moore,PUTT,0.64
"TPC Sawgrass - Ponte Vedra Beach, FL",Rory Sabbatini,PUTT,0.16
"TPC Sawgrass - Ponte Vedra Beach, FL",Richy Werenski,PUTT,0.37
"TPC Sawgrass - Ponte Vedra Beach, FL",Sergio Garcia,PUTT,0.9
"TPC Sawgrass - Ponte Vedra Beach, FL",Sung Kang,PUTT,0.74
"TPC Sawgrass - Ponte Vedra Beach, FL",Si Woo Kim,PUTT,-0.14
"TPC Sawgrass - Ponte Vedra Beach, FL",Scott Langley,PUTT,0.47
"TPC Sawgrass - Ponte Vedra Beach, FL",Scott Piercy,PUTT,-0.28
"TPC Sawgrass - Ponte Vedra Beach, FL",Seamus Power,PUTT,0.74
"TPC Sawgrass - Ponte Vedra Beach, FL",Tony Finau,PUTT,1.41
"TPC Sawgrass - Ponte Vedra Beach, FL",Tommy Fleetwood,PUTT,0.43
"TPC Sawgrass - Ponte Vedra Beach, FL",Tom Hoge,PUTT,1.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Thorbjorn Olesen,PUTT,-0.54
"TPC Sawgrass - Ponte Vedra Beach, FL",Tiger Woods,PUTT,0.25
"TPC Sawgrass - Ponte Vedra Beach, FL",Vaughn Taylor,PUTT,2.02
"TPC Sawgrass - Ponte Vedra Beach, FL",Webb Simpson,PUTT,1.07
"Bay Hill - Orlando, FL",Aaron Baddeley,PUTT,0.69
"Bay Hill - Orlando, FL",Adam Hadwin,PUTT,-0.12
"Bay Hill - Orlando, FL",Anirban Lahiri,PUTT,-0.92
"Bay Hill - Orlando, FL",Adam Long,PUTT,-0.65
"Bay Hill - Orlando, FL",Adam Schenk,PUTT,-0.25
"Bay Hill - Orlando, FL",Aaron Wise,PUTT,1.07
"Bay Hill - Orlando, FL",Byeong Hun An,PUTT,-0.47
"Bay Hill - Orlando, FL",Bryson DeChambeau,PUTT,1.0
"Bay Hill - Orlando, FL",Billy Horschel,PUTT,0.21
"Bay Hill - Orlando, FL",Beau Hossler,PUTT,1.21
"Bay Hill - Orlando, FL",Brandt Snedeker,PUTT,0.54
"Bay Hill - Orlando, FL",Brendan Steele,PUTT,1.82
"Bay Hill - Orlando, FL",Bubba Watson,PUTT,-0.07
"Bay Hill - Orlando, FL",Chesson Hadley,PUTT,0.65
"Bay Hill - Orlando, FL",Charles Howell III,PUTT,0.21
"Bay Hill - Orlando, FL",Chris Kirk,PUTT,0.42
"Bay Hill - Orlando, FL",Carlos Ortiz,PUTT,-0.35
"Bay Hill - Orlando, FL",D.A. Points,PUTT,-0.11
"Bay Hill - Orlando, FL",Eddie Pepperell,PUTT,0.35
"Bay Hill - Orlando, FL",Francesco Molinari,PUTT,1.7
"Bay Hill - Orlando, FL",Graeme McDowell,PUTT,0.13
"Bay Hill - Orlando, FL",Harris English,PUTT,0.51
"Bay Hill - Orlando, FL",Hunter Mahan,PUTT,0.86
"Bay Hill - Orlando, FL",Hideki Matsuyama,PUTT,-2.08
"Bay Hill - Orlando, FL",Henrik Stenson,PUTT,0.26
"Bay Hill - Orlando, FL",Hudson Swafford,PUTT,-0.33
"Bay Hill - Orlando, FL",Ian Poulter,PUTT,-0.23
"Bay Hill - Orlando, FL",Jason Kokrak,PUTT,-1.02
"Bay Hill - Orlando, FL",Joaquin Niemann,PUTT,0.06
"Bay Hill - Orlando, FL",J.T. Poston,PUTT,-0.16
"Bay Hill - Orlando, FL",Justin Rose,PUTT,-0.71
"Bay Hill - Orlando, FL",J.J. Spaun,PUTT,-0.85
"Bay Hill - Orlando, FL",Jhonattan Vegas,PUTT,0.08
"Bay Hill - Orlando, FL",Johnson Wagner,PUTT,-0.07
"Bay Hill - Orlando, FL",Jimmy Walker,PUTT,-0.44
"Bay Hill - Orlando, FL",Kiradech Aphibarnrat,PUTT,0.31
"Bay Hill - Orlando, FL",Keegan Bradley,PUTT,-0.52
"Bay Hill - Orlando, FL",Kevin Kisner,PUTT,-0.46
"Bay Hill - Orlando, FL",Keith Mitchell,PUTT,0.91
"Bay Hill - Orlando, FL",Kevin Streelman,PUTT,0.33
"Bay Hill - Orlando, FL",Lucas Glover,PUTT,1.31
"Bay Hill - Orlando, FL",Luke List,PUTT,0.18
"Bay Hill - Orlando, FL",Matthew Fitzpatrick,PUTT,0.86
"Bay Hill - Orlando, FL",Martin Kaymer,PUTT,0.53
"Bay Hill - Orlando, FL",Marc Leishman,PUTT,1.06
"Bay Hill - Orlando, FL",Martin Trainer,PUTT,0.25
"Bay Hill - Orlando, FL",Matt Wallace,PUTT,0.64
"Bay Hill - Orlando, FL",Pat Perez,PUTT,1.73
"Bay Hill - Orlando, FL",Patrick Reed,PUTT,-0.05
"Bay Hill - Orlando, FL",Patrick Rodgers,PUTT,-0.12
"Bay Hill - Orlando, FL",Ryan Blaum,PUTT,1.27
"Bay Hill - Orlando, FL",Rafa Cabrera Bello,PUTT,1.46
"Bay Hill - Orlando, FL",Rickie Fowler,PUTT,0.64
"Bay Hill - Orlando, FL",Rory McIlroy,PUTT,0.11
"Bay Hill - Orlando, FL",Ryan Moore,PUTT,-0.73
"Bay Hill - Orlando, FL",Roger Sloan,PUTT,-0.1
"Bay Hill - Orlando, FL",Sam Burns,PUTT,1.8
"Bay Hill - Orlando, FL",Sam Horsfield,PUTT,-0.17
"Bay Hill - Orlando, FL",Sungjae Im,PUTT,0.54
"Bay Hill - Orlando, FL",Sung Kang,PUTT,1.37
"Bay Hill - Orlando, FL",Scott Piercy,PUTT,0.32
"Bay Hill - Orlando, FL",Sam Ryder,PUTT,0.45
"Bay Hill - Orlando, FL",Sam Saunders,PUTT,-0.77
"Bay Hill - Orlando, FL",Scott Stallings,PUTT,0.48
"Bay Hill - Orlando, FL",Steve Stricker,PUTT,-0.69
"Bay Hill - Orlando, FL",Tommy Fleetwood,PUTT,-0.4
"Bay Hill - Orlando, FL",Tyrrell Hatton,PUTT,0.5
"Bay Hill - Orlando, FL",Tim Herron,PUTT,-0.31
"Bay Hill - Orlando, FL",Viktor Hovland,PUTT,-0.73
"Bay Hill - Orlando, FL",Zach Johnson,PUTT,0.99
"PGA National - Palm Beach Gardens, FL",Anirban Lahiri,PUTT,0.66
"PGA National - Palm Beach Gardens, FL",Adam Schenk,PUTT,0.45
"PGA National - Palm Beach Gardens, FL",Adam Svensson,PUTT,-0.45
"PGA National - Palm Beach Gardens, FL",Byeong Hun An,PUTT,-1.4
"PGA National - Palm Beach Gardens, FL",Bronson Burgoon,PUTT,-0.32
"PGA National - Palm Beach Gardens, FL",Bud Cauley,PUTT,0.23
"PGA National - Palm Beach Gardens, FL",Brian Gay,PUTT,1.93
"PGA National - Palm Beach Gardens, FL",Bill Haas,PUTT,1.09
"PGA National - Palm Beach Gardens, FL",Billy Horschel,PUTT,2.34
"PGA National - Palm Beach Gardens, FL",Brooks Koepka,PUTT,0.97
"PGA National - Palm Beach Gardens, FL",Benjamin Silverman,PUTT,-0.64
"PGA National - Palm Beach Gardens, FL",Brian Stuard,PUTT,1.28
"PGA National - Palm Beach Gardens, FL",Cameron Davis,PUTT,-0.3
"PGA National - Palm Beach Gardens, FL",Chesson Hadley,PUTT,0.87
"PGA National - Palm Beach Gardens, FL",Charl Schwartzel,PUTT,1.43
"PGA National - Palm Beach Gardens, FL",Cameron Tringale,PUTT,1.04
"PGA National - Palm Beach Gardens, FL",Chase Wright,PUTT,1.18
"PGA National - Palm Beach Gardens, FL",Daniel Berger,PUTT,1.2
"PGA National - Palm Beach Gardens, FL",Danny Lee,PUTT,-0.12
"PGA National - Palm Beach Gardens, FL",Ernie Els,PUTT,0.91
"PGA National - Palm Beach Gardens, FL",Freddie Jacobson,PUTT,0.39
"PGA National - Palm Beach Gardens, FL",Grayson Murray,PUTT,-0.17
"PGA National - Palm Beach Gardens, FL",Gary Woodland,PUTT,-0.89
"PGA National - Palm Beach Gardens, FL",Harris English,PUTT,0.77
"PGA National - Palm Beach Gardens, FL",Hank Lebioda,PUTT,-1.71
"PGA National - Palm Beach Gardens, FL",Harold Varner III,PUTT,-0.65
"PGA National - Palm Beach Gardens, FL",Jonas Blixt,PUTT,0.21
"PGA National - Palm Beach Gardens, FL",Julian Etulain,PUTT,0.02
"PGA National - Palm Beach Gardens, FL",Jim Furyk,PUTT,0.87
"PGA National - Palm Beach Gardens, FL",John Huh,PUTT,-0.36
"PGA National - Palm Beach Gardens, FL",Jason Kokrak,PUTT,-0.16
"PGA National - Palm Beach Gardens, FL",Joaquin Niemann,PUTT,-1.0
"PGA National - Palm Beach Gardens, FL",J.T. Poston,PUTT,0.07
"PGA National - Palm Beach Gardens, FL",Justin Thomas,PUTT,-0.26
"PGA National - Palm Beach Gardens, FL",Jhonattan Vegas,PUTT,1.56
"PGA National - Palm Beach Gardens, FL",Kramer Hickok,PUTT,-0.17
"PGA National - Palm Beach Gardens, FL",Kyoung-Hoon Lee,PUTT,-0.02
"PGA National - Palm Beach Gardens, FL",Keith Mitchell,PUTT,0.22
"PGA National - Palm Beach Gardens, FL",Lucas Bjerregaard,PUTT,0.46
"PGA National - Palm Beach Gardens, FL",Lucas Glover,PUTT,1.2
"PGA National - Palm Beach Gardens, FL",Max Homa,PUTT,1.39
"PGA National - Palm Beach Gardens, FL",Matt Jones,PUTT,0.99
"PGA National - Palm Beach Gardens, FL",Martin Kaymer,PUTT,0.33
"PGA National - Palm Beach Gardens, FL",Michael Thompson,PUTT,2.12
"PGA National - Palm Beach Gardens, FL",Matt Wallace,PUTT,-0.09
"PGA National - Palm Beach Gardens, FL",Nick Taylor,PUTT,1.64
"PGA National - Palm Beach Gardens, FL",Nick Watney,PUTT,0.31
"PGA National - Palm Beach Gardens, FL",Peter Malnati,PUTT,0.1
"PGA National - Palm Beach Gardens, FL",Patrick Rodgers,PUTT,0.53
"PGA National - Palm Beach Gardens, FL",Ryan Armour,PUTT,0.25
"PGA National - Palm Beach Gardens, FL",Roberto Castro,PUTT,-0.69
"PGA National - Palm Beach Gardens, FL",Rickie Fowler,PUTT,0.99
"PGA National - Palm Beach Gardens, FL",Russell Henley,PUTT,-0.25
"PGA National - Palm Beach Gardens, FL",Russell Knox,PUTT,-0.88
"PGA National - Palm Beach Gardens, FL",Ryan Palmer,PUTT,1.4
"PGA National - Palm Beach Gardens, FL",Rory Sabbatini,PUTT,1.39
"PGA National - Palm Beach Gardens, FL",Roger Sloan,PUTT,1.36
"PGA National - Palm Beach Gardens, FL",Scott Brown,PUTT,0.23
"PGA National - Palm Beach Gardens, FL",Sergio Garcia,PUTT,-0.66
"PGA National - Palm Beach Gardens, FL",Sungjae Im,PUTT,-0.77
"PGA National - Palm Beach Gardens, FL",Sung Kang,PUTT,-0.2
"PGA National - Palm Beach Gardens, FL",Sebastian Munoz,PUTT,-0.08
"PGA National - Palm Beach Gardens, FL",Sam Saunders,PUTT,0.43
"PGA National - Palm Beach Gardens, FL",Talor Gooch,PUTT,0.15
"PGA National - Palm Beach Gardens, FL",Trey Mullinax,PUTT,-0.04
"PGA National - Palm Beach Gardens, FL",Vijay Singh,PUTT,0.34
"PGA National - Palm Beach Gardens, FL",Vaughn Taylor,PUTT,0.7
"PGA National - Palm Beach Gardens, FL",Wyndham Clark,PUTT,2.19
"PGA National - Palm Beach Gardens, FL",Webb Simpson,PUTT,-0.09
"PGA National - Palm Beach Gardens, FL",Zach Johnson,PUTT,-1.68
"Torrey Pines North - La Jolla, CA",Adam Schenk,PUTT,0.82
"Torrey Pines North - La Jolla, CA",Adam Scott,PUTT,1.2
"Torrey Pines North - La Jolla, CA",Adam Svensson,PUTT,0.47
"Torrey Pines North - La Jolla, CA",Bud Cauley,PUTT,1.02
"Torrey Pines North - La Jolla, CA",Bill Haas,PUTT,-2.29
"Torrey Pines North - La Jolla, CA",Brandon Hagy,PUTT,0.48
"Torrey Pines North - La Jolla, CA",Billy Horschel,PUTT,0.89
"Torrey Pines North - La Jolla, CA",Beau Hossler,PUTT,0.01
"Torrey Pines North - La Jolla, CA",Benjamin Silverman,PUTT,-1.14
"Torrey Pines North - La Jolla, CA",Brandt Snedeker,PUTT,-0.13
"Torrey Pines North - La Jolla, CA",Cameron Davis,PUTT,0.9
"Torrey Pines North - La Jolla, CA",Charles Howell III,PUTT,0.8
"Torrey Pines North - La Jolla, CA",C.T. Pan,PUTT,-0.41
"Torrey Pines North - La Jolla, CA",Cameron Smith,PUTT,2.08
"Torrey Pines North - La Jolla, CA",Chris Stroud,PUTT,1.31
"Torrey Pines North - La Jolla, CA",Chris Thompson,PUTT,0.31
"Torrey Pines North - La Jolla, CA",Doug Ghim,PUTT,0.13
"Torrey Pines North - La Jolla, CA",Danny Willett,PUTT,0.08
"Torrey Pines North - La Jolla, CA",Emiliano Grillo,PUTT,-1.45
"Torrey Pines North - La Jolla, CA",Grayson Murray,PUTT,0.57
"Torrey Pines North - La Jolla, CA",Gary Woodland,PUTT,0.25
"Torrey Pines North - La Jolla, CA",Hank Lebioda,PUTT,1.56
"Torrey Pines North - La Jolla, CA",Hideki Matsuyama,PUTT,0.24
"Torrey Pines North - La Jolla, CA",Jonas Blixt,PUTT,0.74
"Torrey Pines North - La Jolla, CA",John Chin,PUTT,-1.49
"Torrey Pines North - La Jolla, CA",Joel Dahmen,PUTT,2.32
"Torrey Pines North - La Jolla, CA",Jason Day,PUTT,1.76
"Torrey Pines North - La Jolla, CA",Julian Etulain,PUTT,0.76
"Torrey Pines North - La Jolla, CA",John Huh,PUTT,1.51
"Torrey Pines North - La Jolla, CA",Jim Knous,PUTT,1.83
"Torrey Pines North - La Jolla, CA",Jason Kokrak,PUTT,1.74
"Torrey Pines North - La Jolla, CA",Joaquin Niemann,PUTT,-1.54
"Torrey Pines North - La Jolla, CA",J.T. Poston,PUTT,0.34
"Torrey Pines North - La Jolla, CA",Jon Rahm,PUTT,-0.07
"Torrey Pines North - La Jolla, CA",Justin Rose,PUTT,0.65
"Torrey Pines North - La Jolla, CA",John Senden,PUTT,-0.68
"Torrey Pines North - La Jolla, CA",Jordan Spieth,PUTT,0.0
"Torrey Pines North - La Jolla, CA",Keegan Bradley,PUTT,0.02
"Torrey Pines North - La Jolla, CA",Kevin Tway,PUTT,-0.23
"Torrey Pines North - La Jolla, CA",Luke List,PUTT,-1.21
"Torrey Pines North - La Jolla, CA",Morgan Hoffmann,PUTT,-1.1
"Torrey Pines North - La Jolla, CA",Mackenzie Hughes,PUTT,0.42
"Torrey Pines North - La Jolla, CA",Matt Jones,PUTT,0.28
"Torrey Pines North - La Jolla, CA",Martin Laird,PUTT,0.17
"Torrey Pines North - La Jolla, CA",Marc Leishman,PUTT,0.14
"Torrey Pines North - La Jolla, CA",Michael Thompson,PUTT,0.51
"Torrey Pines North - La Jolla, CA",Nicholas Lindheim,PUTT,-0.56
"Torrey Pines North - La Jolla, CA",Nick Taylor,PUTT,0.73
"Torrey Pines North - La Jolla, CA",Nick Watney,PUTT,-1.43
"Torrey Pines North - La Jolla, CA",Patrick Reed,PUTT,2.49
"Torrey Pines North - La Jolla, CA",Ryan Blaum,PUTT,-0.35
"Torrey Pines North - La Jolla, CA",Rickie Fowler,PUTT,-0.84
"Torrey Pines North - La Jolla, CA",Russell Knox,PUTT,-0.86
